e,name,label,type,x,y,zmin,zmax,zoom,code,link,source,display,admin,country,muni,street,nr,area,pop,
1250,Entre Nous,ENTRE NOUS,nightspot,4.895795882,52.3665825,9,20,,,entre-nous,lp,icon,,nl,place-a,,,1,,
1251,Chills & Thrills,CHILLS & THRILLS,shop,4.895546436,52.37840239,9,20,,,chills-&-thrills,lp,icon,,nl,place-a,,,1,,
1254,Web,WEB,nightspot,4.895519614,52.37651941,9,20,,,web,lp,icon,,nl,place-a,,,1,,
1255,Bazar,BAZAR,restaurant,4.89541769,52.37603146,9,20,,,bazar,lp,icon,,nl,place-a,,,1,,
1256,Vlieger,VLIEGER,shop,4.895294309,52.36683472,9,20,,,vlieger,lp,icon,,nl,place-a,,,1,,
1257,Proeflokaal Wijnand Fockink,PROEFLOKAAL WIJNAND FOCKINK,nightspot,4.895288944,52.37235037,9,20,,,proeflokaal-wijnand-fockink,lp,icon,,nl,place-a,,,1,,
1258,In De Wildman,IN DE WILDMAN,nightspot,4.895095825,52.37611988,9,20,,,in-de-wildman,lp,icon,,nl,place-a,,,1,,
1259,Van Dobben,VAN DOBBEN,restaurant,4.895074367,52.36591101,9,20,,,van-dobben,lp,icon,,nl,place-a,,,1,,
1260,Bebob Design,BEBOB DESIGN,shop,4.89495635,52.36145597,9,20,,,bebob-design,lp,icon,,nl,place-a,,,1,,
1261,De Buurvrouw,DE BUURVROUW,nightspot,4.894731045,52.37139239,9,20,,,de-buurvrouw,lp,icon,,nl,place-a,,,1,,
1263,Zushi,ZUSHI,restaurant,4.894634485,52.36694609,9,20,,,zushi,lp,icon,,nl,place-a,,,1,,
1264,Albert Cuypmarkt,ALBERT CUYPMARKT,shop,4.894599616,52.35568831,9,20,,,albert-cuypmarkt,lp,icon,,nl,place-a,,,1,,
1265,Cuckoo's Nest,CUCKOO'S NEST,poi,4.894430637,52.37638514,9,20,,,cuckoo's-nest,lp,icon,,nl,place-a,,,1,,
1266,Geelvinck Hinlopen Huis,GEELVINCK HINLOPEN HUIS,sight,4.894398451,52.36469247,9,20,,,geelvinck-hinlopen-huis,lp,icon,,nl,place-a,,,1,,
1267,C&A,C&A,shop,4.894237518,52.374656,9,20,,,c&a,lp,icon,,nl,place-a,,,1,,
1268,De Brakke Grond,DE BRAKKE GROND,nightspot,4.894226789,52.37106814,9,20,,,de-brakke-grond,lp,icon,,nl,place-a,,,1,,
1269,Bitterzoet,BITTERZOET,nightspot,4.894205332,52.37736758,9,20,,,bitterzoet,lp,icon,,nl,place-a,,,1,,
1270,Akhnaton,AKHNATON,nightspot,4.894108772,52.37617555,9,20,,,akhnaton,lp,icon,,nl,place-a,,,1,,
1271,Van Den Berg's Broodjesbar,VAN DEN BERG'S BROODJESBAR,restaurant,4.894044399,52.37414511,9,20,,,van-den-berg's-broodjesbar,lp,icon,,nl,place-a,,,1,,
1272,Beaufort,BEAUFORT,shop,4.894036353,52.36936663,9,20,,,beaufort,lp,icon,,nl,place-a,,,1,,
1273,Oporto,OPORTO,nightspot,4.894022942,52.37403048,9,20,,,oporto,lp,icon,,nl,place-a,,,1,,
1274,De Keuken Van 1870,DE KEUKEN VAN 1870,poi,4.893937111,52.37724969,9,20,,,de-keuken-van-1870,lp,icon,,nl,place-a,,,1,,
1275,De Bijenkorf,DE BIJENKORF,shop,4.893872738,52.37331325,9,20,,,de-bijenkorf,lp,icon,,nl,place-a,,,1,,
1276,Blincker,BLINCKER,nightspot,4.893840551,52.3703132,9,20,,,blincker,lp,icon,,nl,place-a,,,1,,
1277,Kapitein Zeppo's,KAPITEIN ZEPPO'S,poi,4.893808365,52.36965814,9,20,,,kapitein-zeppo's,lp,icon,,nl,place-a,,,1,,
1278,Rialto Cinema,RIALTO CINEMA,nightspot,4.893749356,52.35298359,9,20,,,rialto-cinema,lp,icon,,nl,place-a,,,1,,
1279,El Guapo,EL GUAPO,nightspot,4.893711805,52.37535029,9,20,,,el-guapo,lp,icon,,nl,place-a,,,1,,
1280,Hans Appenzeller,HANS APPENZELLER,shop,4.893494546,52.36936663,9,20,,,hans-appenzeller,lp,icon,,nl,place-a,,,1,,
1281,Cosmic Theatre,COSMIC THEATRE,nightspot,4.893400669,52.36958608,9,20,,,cosmic-theatre,lp,icon,,nl,place-a,,,1,,
1282,3-D Hologrammen,3-D HOLOGRAMMEN,shop,4.893357754,52.3692479,9,20,,,3-d-hologrammen,lp,icon,,nl,place-a,,,1,,
1283,Pannenkoekenhuis Upstairs,PANNENKOEKENHUIS UPSTAIRS,restaurant,4.893345684,52.36926755,9,20,,,pannenkoekenhuis-upstairs,lp,icon,,nl,place-a,,,1,,
1284,Chocolate,CHOCOLATE,nightspot,4.893293381,52.3551002,9,20,,,chocolate,lp,icon,,nl,place-a,,,1,,
1285,Museum Van Loon,MUSEUM VAN LOON,sight,4.893186092,52.36346079,9,20,,,museum-van-loon,lp,icon,,nl,place-a,,,1,,
1286,Poezenboot,POEZENBOOT,sight,4.893153906,52.37815351,9,20,,,poezenboot,lp,icon,,nl,place-a,,,1,,
1287,Allard Pierson Museum,ALLARD PIERSON MUSEUM,sight,4.893035889,52.36902272,9,20,,,allard-pierson-museum,lp,icon,,nl,place-a,,,1,,
1289,Tara,TARA,nightspot,4.893009067,52.37026407,9,20,,,tara,lp,icon,,nl,place-a,,,1,,
1290,Het Oranje Voetbal Museum,HET ORANJE VOETBAL MUSEUM,sight,4.892958105,52.367272,9,20,,,het-oranje-voetbal-museum,lp,icon,,nl,place-a,,,1,,
1291,Blue Note,BLUE NOTE,nightspot,4.892907143,52.3743678,9,20,,,blue-note,lp,icon,,nl,place-a,,,1,,
1292,Pilsvogel,PILSVOGEL,nightspot,4.892810583,52.35578169,9,20,,,pilsvogel,lp,icon,,nl,place-a,,,1,,
1293,Vroom & Dreesmann,VROOM & DREESMANN,shop,4.892724752,52.36758153,9,20,,,vroom-&-dreesmann,lp,icon,,nl,place-a,,,1,,
1294,Madame Tussauds Amsterdam,MADAME TUSSAUDS AMSTERDAM,sight,4.892687201,52.37259273,9,20,,,madame-tussauds-amsterdam,lp,icon,,nl,place-a,,,1,,
1295,Shirt Shop,SHIRT SHOP,shop,4.892660379,52.36601583,9,20,,,shirt-shop,lp,icon,,nl,place-a,,,1,,
1296,Amsterdam Photography,AMSTERDAM PHOTOGRAPHY,shop,4.89256382,52.37577602,9,20,,,amsterdam-photography,lp,icon,,nl,place-a,,,1,,
1297,Hana Zuki,HANA ZUKI,shop,4.892435074,52.36343458,9,20,,,hana-zuki,lp,icon,,nl,place-a,,,1,,
1298,Sappho,SAPPHO,restaurant,4.892435074,52.36335269,9,20,,,sappho,lp,icon,,nl,place-a,,,1,,
1299,Mamouche,MAMOUCHE,restaurant,4.892402887,52.35657128,9,20,,,mamouche,lp,icon,,nl,place-a,,,1,,
1300,De Drie Fleschjes,DE DRIE FLESCHJES,nightspot,4.89238143,52.3743023,9,20,,,de-drie-fleschjes,lp,icon,,nl,place-a,,,1,,
1301,Stout,STOUT,restaurant,4.892374724,52.38005525,9,20,,,stout,lp,icon,,nl,place-a,,,1,,
1302,Stadsarchief,STADSARCHIEF,sight,4.89233315,52.36458109,9,20,,,stadsarchief,lp,icon,,nl,place-a,,,1,,
1303,Kalvertoren Shopping Centre,KALVERTOREN SHOPPING CENTRE,shop,4.89228487,52.36739483,9,20,,,kalvertoren-shopping-centre,lp,icon,,nl,place-a,,,1,,
1304,Homegrown Fantasy,HOMEGROWN FANTASY,shop,4.892252684,52.37496057,9,20,,,homegrown-fantasy,lp,icon,,nl,place-a,,,1,,
1305,Lof,LOF,restaurant,4.892220497,52.38026891,9,20,,,lof,lp,icon,,nl,place-a,,,1,,
1306,American Book Center,AMERICAN BOOK CENTER,shop,4.892220497,52.36779116,9,20,,,american-book-center,lp,icon,,nl,place-a,,,1,,
1307,Van Vlaanderen,VAN VLAANDEREN,restaurant,4.89215076,52.35966072,9,20,,,van-vlaanderen,lp,icon,,nl,place-a,,,1,,
1308,Village Bagels,VILLAGE BAGELS,restaurant,4.892113209,52.36237977,9,20,,,village-bagels,lp,icon,,nl,place-a,,,1,,
1309,De Belhamel,DE BELHAMEL,restaurant,4.892048836,52.37941753,9,20,,,de-belhamel,lp,icon,,nl,place-a,,,1,,
1310,ARC,ARC,nightspot,4.892019332,52.3661141,9,20,,,arc,lp,icon,,nl,place-a,,,1,,
1311,Meeuwig & Zn,MEEUWIG & ZN,shop,4.891968369,52.38041627,9,20,,,meeuwig-&-zn,lp,icon,,nl,place-a,,,1,,
1312,Fame Music,FAME MUSIC,shop,4.891877174,52.37250103,9,20,,,fame-music,lp,icon,,nl,place-a,,,1,,
1313,Bar A,BAR A,poi,4.891855717,52.35686287,9,20,,,bar-a,lp,icon,,nl,place-a,,,1,,
1314,Piet de Leeuw,PIET DE LEEUW,restaurant,4.891844988,52.36154442,9,20,,,piet-de-leeuw,lp,icon,,nl,place-a,,,1,,
1315,Bloemenmarkt,BLOEMENMARKT,shop,4.89168942,52.36670697,9,20,,,bloemenmarkt,lp,icon,,nl,place-a,,,1,,
1316,Hart's Wijnhandel,HART'S WIJNHANDEL,poi,4.89166528,52.36114639,9,20,,,hart's-wijnhandel,lp,icon,,nl,place-a,,,1,,
1317,Heineken Experience,HEINEKEN EXPERIENCE,sight,4.891496301,52.35777039,9,20,,,heineken-experience,lp,icon,,nl,place-a,,,1,,
1318,H&M,H&M,shop,4.891356826,52.36908332,9,20,,,h&m,lp,icon,,nl,place-a,,,1,,
1319,Laundry Industry,LAUNDRY INDUSTRY,shop,4.89133805,52.3688786,9,20,,,laundry-industry,lp,icon,,nl,place-a,,,1,,
1320,Rose's Cantina,ROSE'S CANTINA,restaurant,4.891292453,52.36621891,9,20,,,rose's-cantina,lp,icon,,nl,place-a,,,1,,
1321,Sal Meijer,SAL MEIJER,restaurant,4.891246855,52.34593105,9,20,,,sal-meijer,lp,icon,,nl,place-a,,,1,,
1322,Kattenkabinet,KATTENKABINET,sight,4.89120394,52.36560638,9,20,,,kattenkabinet,lp,icon,,nl,place-a,,,1,,
1323,Supperclub,SUPPERCLUB,nightspot,4.891169071,52.37192788,9,20,,,supperclub,lp,icon,,nl,place-a,,,1,,
1324,Cityboek,CITYBOEK,shop,4.891147613,52.36312011,9,20,,,cityboek,lp,icon,,nl,place-a,,,1,,
1325,Waterstone's,WATERSTONE'S,shop,4.891093969,52.36851831,9,20,,,waterstone's,lp,icon,,nl,place-a,,,1,,
1326,Vleminckx,VLEMINCKX,restaurant,4.891085923,52.36785504,9,20,,,vleminckx,lp,icon,,nl,place-a,,,1,,
1327,Multatuli Museum,MULTATULI MUSEUM,sight,4.891072512,52.37754769,9,20,,,multatuli-museum,lp,icon,,nl,place-a,,,1,,
1328,Barney's,BARNEY'S,poi,4.890975952,52.3806815,9,20,,,barney's,lp,icon,,nl,place-a,,,1,,
1329,Female & Partners,FEMALE & PARTNERS,shop,4.890975952,52.37513905,9,20,,,female-&-partners,lp,icon,,nl,place-a,,,1,,
1330,Fair Trade Shop,FAIR TRADE SHOP,shop,4.89097327,52.36759136,9,20,,,fair-trade-shop,lp,icon,,nl,place-a,,,1,,
1331,Pilsener Club,PILSENER CLUB,nightspot,4.890892804,52.36972528,9,20,,,pilsener-club,lp,icon,,nl,place-a,,,1,,
1332,De Schutter,DE SCHUTTER,nightspot,4.89081502,52.36827593,9,20,,,de-schutter,lp,icon,,nl,place-a,,,1,,
1335,Prik,PRIK,nightspot,4.890686274,52.37466255,9,20,,,prik,lp,icon,,nl,place-a,,,1,,
1336,De Blauwe Parade,DE BLAUWE PARADE,nightspot,4.890686274,52.37402393,9,20,,,de-blauwe-parade,lp,icon,,nl,place-a,,,1,,
1337,Taart van m'n Tante,TAART VAN M'N TANTE,poi,4.890651405,52.35744441,9,20,,,taart-van-m'n-tante,lp,icon,,nl,place-a,,,1,,
1338,Lieve Hemel,LIEVE HEMEL,shop,4.890597761,52.36514451,9,20,,,lieve-hemel,lp,icon,,nl,place-a,,,1,,
1339,Innerspace,INNERSPACE,shop,4.890514612,52.37479355,9,20,,,innerspace,lp,icon,,nl,place-a,,,1,,
1340,Dampkring,DAMPKRING,nightspot,4.890503883,52.36779116,9,20,,,dampkring,lp,icon,,nl,place-a,,,1,,
1341,Bar Bep,BAR BEP,nightspot,4.890407324,52.3717281,9,20,,,bar-bep,lp,icon,,nl,place-a,,,1,,
1342,Turkiye,TURKIYE,restaurant,4.890405983,52.35597253,9,20,,,turkiye,lp,icon,,nl,place-a,,,1,,
1343,Golden Bend,GOLDEN BEND,sight,4.890401959,52.36557526,9,20,,,golden-bend,lp,icon,,nl,place-a,,,1,,
1344,Le Cellier,LE CELLIER,shop,4.890369773,52.37463308,9,20,,,le-cellier,lp,icon,,nl,place-a,,,1,,
1345,Magna Plaza,MAGNA PLAZA,shop,4.890321493,52.3736735,9,20,,,magna-plaza,lp,icon,,nl,place-a,,,1,,
1346,Canal Motorboats,CANAL MOTORBOATS,activity,4.890267549,52.388266,9,20,,,canal-motorboats,lp,icon,,nl,place-a,,,1,,
1347,Pinokkio,PINOKKIO,shop,4.890200794,52.37357198,9,20,,,pinokkio,lp,icon,,nl,place-a,,,1,,
1348,Green Planet,GREEN PLANET,activity,4.890200794,52.37445787,9,20,,,green-planet,lp,icon,,nl,place-a,,,1,,
1349,Decorativa,DECORATIVA,shop,4.890171289,52.36490211,9,20,,,decorativa,lp,icon,,nl,place-a,,,1,,
1350,Dansen Bij Jansen,DANSEN BIJ JANSEN,nightspot,4.890160561,52.36824973,9,20,,,dansen-bij-jansen,lp,icon,,nl,place-a,,,1,,
1351,Dulac,DULAC,nightspot,4.890117645,52.38117923,9,20,,,dulac,lp,icon,,nl,place-a,,,1,,
1352,Pasta e Basta,PASTA E BASTA,restaurant,4.889988899,52.36503969,9,20,,,pasta-e-basta,lp,icon,,nl,place-a,,,1,,
1353,Volksbond Shop,VOLKSBOND SHOP,shop,4.889983535,52.38120378,9,20,,,volksbond-shop,lp,icon,,nl,place-a,,,1,,
1354,Vrolijk,VROLIJK,shop,4.889860153,52.37225212,9,20,,,vrolijk,lp,icon,,nl,place-a,,,1,,
1355,Cambodja City,CAMBODJA CITY,restaurant,4.889841378,52.35476764,9,20,,,cambodja-city,lp,icon,,nl,place-a,,,1,,
1356,De Bierkoning,DE BIERKONING,shop,4.889838695,52.37223247,9,20,,,de-bierkoning,lp,icon,,nl,place-a,,,1,,
1358,De Appel,DE APPEL,sight,4.889809191,52.36479402,9,20,,,de-appel,lp,icon,,nl,place-a,,,1,,
1359,Kadinsky,KADINSKY,nightspot,4.889785051,52.37053592,9,20,,,kadinsky,lp,icon,,nl,place-a,,,1,,
1360,Maraon Hangmatten,MARAON HANGMATTEN,poi,4.889736772,52.36693299,9,20,,,maraon-hangmatten,lp,icon,,nl,place-a,,,1,,
1362,Saturnino,SATURNINO,nightspot,4.889506102,52.36677576,9,20,,,saturnino,lp,icon,,nl,place-a,,,1,,
1363,University Library,UNIVERSITY LIBRARY,sight,4.889473915,52.36789598,9,20,,,university-library,lp,icon,,nl,place-a,,,1,,
1364,Zagros,ZAGROS,restaurant,4.889409542,52.35469392,9,20,,,zagros,lp,icon,,nl,place-a,,,1,,
1365,Lucius,LUCIUS,restaurant,4.889409542,52.3709879,9,20,,,lucius,lp,icon,,nl,place-a,,,1,,
1366,Intermale,INTERMALE,shop,4.889391519,52.37087741,9,20,,,intermale,lp,icon,,nl,place-a,,,1,,
1367,Other Side,OTHER SIDE,nightspot,4.88933444,52.36673645,9,20,,,other-side,lp,icon,,nl,place-a,,,1,,
1368,Jaski,JASKI,shop,4.889291525,52.36389647,9,20,,,jaski,lp,icon,,nl,place-a,,,1,,
1369,Restaurant Red,RESTAURANT RED,restaurant,4.889185578,52.36411512,9,20,,,restaurant-red,lp,icon,,nl,place-a,,,1,,
1370,Concrete,CONCRETE,nightspot,4.889173508,52.37130232,9,20,,,concrete,lp,icon,,nl,place-a,,,1,,
1371,'t Arendsnest,'T ARENDSNEST,nightspot,4.889146686,52.37657508,9,20,,,'t-arendsnest,lp,icon,,nl,place-a,,,1,,
1372,Vrankrijk,VRANKRIJK,nightspot,4.889141321,52.37140713,9,20,,,vrankrijk,lp,icon,,nl,place-a,,,1,,
1374,Fates,FATES,shop,4.889001846,52.37710069,9,20,,,fates,lp,icon,,nl,place-a,,,1,,
1375,Grey Area,GREY AREA,shop,4.889001846,52.37463471,9,20,,,grey-area,lp,icon,,nl,place-a,,,1,,
1376,Odeon,ODEON,nightspot,4.888883829,52.3675193,9,20,,,odeon,lp,icon,,nl,place-a,,,1,,
1377,Luxembourg,LUXEMBOURG,restaurant,4.888835549,52.36861657,9,20,,,luxembourg,lp,icon,,nl,place-a,,,1,,
1378,Cracked Kettle,CRACKED KETTLE,shop,4.888722897,52.37010358,9,20,,,cracked-kettle,lp,icon,,nl,place-a,,,1,,
1379,Gollem,GOLLEM,nightspot,4.888698757,52.37025097,9,20,,,gollem,lp,icon,,nl,place-a,,,1,,
1380,De Burgermeester,DE BURGERMEESTER,restaurant,4.888679981,52.35454976,9,20,,,de-burgermeester,lp,icon,,nl,place-a,,,1,,
1381,d'Vijff Vlieghen,D'VIJFF VLIEGHEN,poi,4.888674617,52.3693044,9,20,,,d'vijff-vlieghen,lp,icon,,nl,place-a,,,1,,
1383,Hoppe,HOPPE,nightspot,4.888626337,52.36875742,9,20,,,hoppe,lp,icon,,nl,place-a,,,1,,
1384,Zen,ZEN,restaurant,4.888626337,52.35696771,9,20,,,zen,lp,icon,,nl,place-a,,,1,,
1385,Wella Warenhaus,WELLA WARENHAUS,shop,4.888615608,52.36910133,9,20,,,wella-warenhaus,lp,icon,,nl,place-a,,,1,,
1386,Grekas,GREKAS,restaurant,4.888567328,52.37048351,9,20,,,grekas,lp,icon,,nl,place-a,,,1,,
1387,De Zwart,DE ZWART,nightspot,4.888540506,52.36889826,9,20,,,de-zwart,lp,icon,,nl,place-a,,,1,,
1388,Selexyz Scheltema,SELEXYZ SCHELTEMA,shop,4.888524413,52.36700832,9,20,,,selexyz-scheltema,lp,icon,,nl,place-a,,,1,,
1390,Carl Denig,CARL DENIG,shop,4.888454676,52.36050594,9,20,,,carl-denig,lp,icon,,nl,place-a,,,1,,
1391,Krijtberg,KRIJTBERG,sight,4.888350069,52.36788124,9,20,,,krijtberg,lp,icon,,nl,place-a,,,1,,
1392,Dutch Flowers,DUTCH FLOWERS,nightspot,4.888331294,52.36868208,9,20,,,dutch-flowers,lp,icon,,nl,place-a,,,1,,
1393,Eduard Kramer,EDUARD KRAMER,shop,4.888207912,52.3630808,9,20,,,eduard-kramer,lp,icon,,nl,place-a,,,1,,
1394,Nic Nic,NIC NIC,shop,4.888103306,52.37211948,9,20,,,nic-nic,lp,icon,,nl,place-a,,,1,,
1395,Het Papeneiland,HET PAPENEILAND,nightspot,4.887961149,52.38043919,9,20,,,het-papeneiland,lp,icon,,nl,place-a,,,1,,
1396,Brilmuseum,BRILMUSEUM,shop,4.887878001,52.37214568,9,20,,,brilmuseum,lp,icon,,nl,place-a,,,1,,
1397,Conscious Dreams Dreamlounge,CONSCIOUS DREAMS DREAMLOUNGE,shop,4.887746573,52.36409629,9,20,,,conscious-dreams-dreamlounge,lp,icon,,nl,place-a,,,1,,
1398,Huis Met de Hoofden,HUIS MET DE HOOFDEN,sight,4.887655377,52.37662093,9,20,,,huis-met-de-hoofden,lp,icon,,nl,place-a,,,1,,
1399,Proust,PROUST,nightspot,4.887628555,52.38017723,9,20,,,proust,lp,icon,,nl,place-a,,,1,,
1400,Van Brienenhofje,VAN BRIENENHOFJE,sight,4.887620509,52.37900656,9,20,,,van-brienenhofje,lp,icon,,nl,place-a,,,1,,
1401,Fietsfabriek,FIETSFABRIEK,shop,4.887526631,52.35746242,9,20,,,fietsfabriek,lp,icon,,nl,place-a,,,1,,
1402,Yoi,YOI,shop,4.887510538,52.35762951,9,20,,,yoi,lp,icon,,nl,place-a,,,1,,
1403,Finch,FINCH,nightspot,4.887497127,52.38008718,9,20,,,finch,lp,icon,,nl,place-a,,,1,,
1404,Urban Picnic,URBAN PICNIC,shop,4.88748908,52.37031975,9,20,,,urban-picnic,lp,icon,,nl,place-a,,,1,,
1405,Klein Antiek,KLEIN ANTIEK,shop,4.887467623,52.37217352,9,20,,,klein-antiek,lp,icon,,nl,place-a,,,1,,
1406,De Admiraal,DE ADMIRAAL,nightspot,4.887312055,52.36992344,9,20,,,de-admiraal,lp,icon,,nl,place-a,,,1,,
1407,Buffet van Odette,BUFFET VAN ODETTE,restaurant,4.887274504,52.37014288,9,20,,,buffet-van-odette,lp,icon,,nl,place-a,,,1,,
1408,Tinkerbell,TINKERBELL,shop,4.887263775,52.36252391,9,20,,,tinkerbell,lp,icon,,nl,place-a,,,1,,
1409,Be Innocent,BE INNOCENT,shop,4.887242317,52.37016909,9,20,,,be-innocent,lp,icon,,nl,place-a,,,1,,
1410,De Rode Hoed,DE RODE HOED,sight,4.887161851,52.37715144,9,20,,,de-rode-hoed,lp,icon,,nl,place-a,,,1,,
1411,Discostars,DISCOSTARS,shop,4.887118936,52.38280661,9,20,,,discostars,lp,icon,,nl,place-a,,,1,,
1412,Small World Catering,SMALL WORLD CATERING,restaurant,4.887118936,52.38225815,9,20,,,small-world-catering,lp,icon,,nl,place-a,,,1,,
1413,Bordewijk,BORDEWIJK,restaurant,4.887102842,52.38007244,9,20,,,bordewijk,lp,icon,,nl,place-a,,,1,,
1414,Stenelux,STENELUX,shop,4.887081385,52.35747225,9,20,,,stenelux,lp,icon,,nl,place-a,,,1,,
1415,La Diablita,LA DIABLITA,shop,4.887033105,52.38196509,9,20,,,la-diablita,lp,icon,,nl,place-a,,,1,,
1416,Lambiek,LAMBIEK,shop,4.88702774,52.36433214,9,20,,,lambiek,lp,icon,,nl,place-a,,,1,,
1417,Theatermuseum,THEATERMUSEUM,sight,4.887006283,52.37423025,9,20,,,theatermuseum,lp,icon,,nl,place-a,,,1,,
1418,Reflex New Art Gallery,REFLEX NEW ART GALLERY,shop,4.887000918,52.36119389,9,20,,,reflex-new-art-gallery,lp,icon,,nl,place-a,,,1,,
1419,De 2 Grieken,DE 2 GRIEKEN,restaurant,4.886947274,52.37790955,9,20,,,de-2-grieken,lp,icon,,nl,place-a,,,1,,
1420,Architectura & Natura,ARCHITECTURA & NATURA,shop,4.88694191,52.37529134,9,20,,,architectura-&-natura,lp,icon,,nl,place-a,,,1,,
1423,Metz Department Store,METZ DEPARTMENT STORE,sight,4.886665642,52.36629917,9,20,,,metz-department-store,lp,icon,,nl,place-a,,,1,,
1424,Noordermarkt,NOORDERMARKT,shop,4.88666296,52.37933239,9,20,,,noordermarkt,lp,icon,,nl,place-a,,,1,,
1425,Hester van Eeghen,HESTER VAN EEGHEN,shop,4.886641502,52.37221282,9,20,,,hester-van-eeghen,lp,icon,,nl,place-a,,,1,,
1426,Reflex Modern Art Gallery,REFLEX MODERN ART GALLERY,shop,4.88661468,52.36134131,9,20,,,reflex-modern-art-gallery,lp,icon,,nl,place-a,,,1,,
1427,Noodle & Go,NOODLE & GO,restaurant,4.886496663,52.38108099,9,20,,,noodle-&-go,lp,icon,,nl,place-a,,,1,,
1428,Lady Day,LADY DAY,shop,4.886410832,52.37221282,9,20,,,lady-day,lp,icon,,nl,place-a,,,1,,
1429,Zipper,ZIPPER,shop,4.886373282,52.36884258,9,20,,,zipper,lp,icon,,nl,place-a,,,1,,
1431,Exota,EXOTA,shop,4.886300862,52.37234219,9,20,,,exota,lp,icon,,nl,place-a,,,1,,
1432,Pancake Bakery,PANCAKE BAKERY,restaurant,4.886292815,52.37760991,9,20,,,pancake-bakery,lp,icon,,nl,place-a,,,1,,
1433,Noorderkerk,NOORDERKERK,sight,4.886255264,52.37972534,9,20,,,noorderkerk,lp,icon,,nl,place-a,,,1,,
1434,Duende,DUENDE,restaurant,4.886233807,52.38062256,9,20,,,duende,lp,icon,,nl,place-a,,,1,,
1435,Los Pilones,LOS PILONES,restaurant,4.886231124,52.3650446,9,20,,,los-pilones,lp,icon,,nl,place-a,,,1,,
1436,Laura Dols,LAURA DOLS,shop,4.886228442,52.37021822,9,20,,,laura-dols,lp,icon,,nl,place-a,,,1,,
1437,Bijbels Museum,BIJBELS MUSEUM,sight,4.886212349,52.36847246,9,20,,,bijbels-museum,lp,icon,,nl,place-a,,,1,,
1438,Winkel,WINKEL,restaurant,4.886190891,52.37901802,9,20,,,winkel,lp,icon,,nl,place-a,,,1,,
1440,Brix Food 'N' Drinx,BRIX FOOD 'N' DRINX,poi,4.886083603,52.37041801,9,20,,,brix-food-'n'-drinx,lp,icon,,nl,place-a,,,1,,
1441,Thai Corner,THAI CORNER,restaurant,4.886051416,52.36494306,9,20,,,thai-corner,lp,icon,,nl,place-a,,,1,,
1442,Deshima,DESHIMA,shop,4.885976314,52.36160666,9,20,,,deshima,lp,icon,,nl,place-a,,,1,,
1443,Nou Moe Stripwinkel,NOU MOE STRIPWINKEL,shop,4.885962903,52.37970242,9,20,,,nou-moe-stripwinkel,lp,icon,,nl,place-a,,,1,,
1444,Nou Moe,NOU MOE,shop,4.885936081,52.37980229,9,20,,,nou-moe,lp,icon,,nl,place-a,,,1,,
1445,Zinne & Minne,ZINNE & MINNE,shop,4.885928035,52.37036233,9,20,,,zinne-&-minne,lp,icon,,nl,place-a,,,1,,
1447,Gamekeeper,GAMEKEEPER,shop,4.885906577,52.37240278,9,20,,,gamekeeper,lp,icon,,nl,place-a,,,1,,
1448,Bagels & Beans,BAGELS & BEANS,restaurant,4.88583684,52.36596669,9,20,,,bagels-&-beans-place-a,lp,icon,,nl,place-a,,,1,,
1449,Global Chillage,GLOBAL CHILLAGE,nightspot,4.885793924,52.36532795,9,20,,,global-chillage,lp,icon,,nl,place-a,,,1,,
1450,De Bolhoed cv,DE BOLHOED CV,restaurant,4.885713458,52.37795376,9,20,,,de-bolhoed-cv,lp,icon,,nl,place-a,,,1,,
1451,Spoiled,SPOILED,shop,4.885678589,52.36548518,9,20,,,spoiled,lp,icon,,nl,place-a,,,1,,
1452,Eichholtz,EICHHOLTZ,shop,4.885525703,52.36559327,9,20,,,eichholtz,lp,icon,,nl,place-a,,,1,,
1453,Bourbon Street Jazz & Blues Club,BOURBON STREET JAZZ & BLUES CLUB,nightspot,4.885488152,52.36389647,9,20,,,bourbon-street-jazz-&-blues-club,lp,icon,,nl,place-a,,,1,,
1454,Wolvenstraat 23,WOLVENSTRAAT 23,nightspot,4.88546133,52.37012323,9,20,,,wolvenstraat-23,lp,icon,,nl,place-a,,,1,,
1455,Moeder's Pot Eethuisje,MOEDER'S POT EETHUISJE,restaurant,4.885418415,52.38300962,9,20,,,moeder's-pot-eethuisje,lp,icon,,nl,place-a,,,1,,
1456,Rijksmuseum,RIJKSMUSEUM,sight,4.885332584,52.3600735,9,20,,,rijksmuseum,lp,icon,,nl,place-a,,,1,,
1457,Miauw,MIAUW,shop,4.885332584,52.37240933,9,20,,,miauw,lp,icon,,nl,place-a,,,1,,
1458,Christophe,CHRISTOPHE,restaurant,4.885311127,52.37580304,9,20,,,christophe,lp,icon,,nl,place-a,,,1,,
1459,Jg Beune,JG BEUNE,shop,4.885203838,52.38387076,9,20,,,jg-beune,lp,icon,,nl,place-a,,,1,,
1460,Uri Duri,URI DURI,shop,4.885107279,52.36890481,9,20,,,uri-duri,lp,icon,,nl,place-a,,,1,,
1461,Huis Marseille,HUIS MARSEILLE,sight,4.884957075,52.36760119,9,20,,,huis-marseille,lp,icon,,nl,place-a,,,1,,
1462,Restaurant Ps,RESTAURANT PS,restaurant,4.884949028,52.38647209,9,20,,,restaurant-ps,lp,icon,,nl,place-a,,,1,,
