e,name,sum,Good food,Music,Live music,Outdoor exercise,Swimming,Food,Much food,Burgers,Fast Food,Midnight service,Service,Types of food,Conscious food,Snacks,Crowdedness,Ingredients,Bacon,Grapes,Ham,Dishes,Hash browns,Hiking,Internet,Drinks,Coffee,Atmosphere,Kitchens,Indian kitchen,Romantic atmosphere,Market,Culture,Art,History,Architecture,Experience,Thrill,Local culture,Local people,Walking,Relaxing,Outdoor,Picnics,Chips,Craftmanship,Alcoholic drinks,Modern art,Traditional local culture,Fun,Animals,Dolphins,Adventure,Going out,Vegetarian food,Healthy food,Good drinks,Cocktails,Dancing,Cheap,Museums,Beer,Outdoor food,Pub food,Squalor,Scottish food,Italian food,Pizzas,Shopping,Souvenirs,Authentic souvenirs,Beautiful experience,Beautiful view,Convenience,Comfort,Comfortable seats,Nature,Peaceful atmosphere,Driving,Driving a boat,Fruit,Meat,Ice cream,Local food,Vegetables,Cinema,Arthouse films,Train rides,Weddings,Bagles,Non-alcoholic drinks,Chocolate drinks,Paninis,Social atmosphere,Cheesecakes,Purchasing art,Waterfalls,Fishing,Fly fishing,Late night service,Spas,Wine,Body art,Tattoos,Piercings,Jazz,Blues,Sea views,Quiet atmosphere,Gardens,Cider,Excitement,Massage,Beautiful sights,Cycling,Mountain biking
48,Steenderen,212,-1,0,1,2,1,4,-2,4,1,4,4,0,9,1,1,1,-2,1,1,0,4,4,4,9,9,1,2,0,2,3,2,1,0,1,2,4,2,-2,-2,9,1,1,3,0,4,3,2,1,1,-3,0,-2,1,1,3,-3,-2,1,-3,3,0,0,9,-2,0,0,2,4,1,0,4,3,4,3,9,1,3,4,1,-2,4,-2,-2,9,2,3,3,1,-3,1,1,4,2,3,9,1,9,1,-2,0,2,3,9,0,1,2,4,1,1,4,0,1,0,-1
49,Tiel,220,1,1,0,1,-1,4,9,0,4,1,9,1,1,1,4,1,1,1,-1,1,-1,9,-3,1,9,-3,-3,-3,1,1,1,4,2,4,2,4,3,-3,2,0,0,2,-2,0,1,0,9,4,9,1,4,0,4,-1,-1,9,0,4,4,4,0,-1,4,2,-1,9,-3,-2,1,3,-1,-3,-2,4,-3,9,4,-2,-2,1,1,0,2,0,1,4,-2,9,1,9,9,0,1,9,9,-2,0,-3,9,-1,9,2,1,4,-2,4,0,9,1,-3,3,0,2,0
50,Ubbergen,287,4,4,9,9,1,9,0,9,1,-3,4,1,-3,4,0,0,0,4,3,9,1,1,1,0,4,4,-1,1,-3,1,4,1,4,1,0,3,4,9,9,1,0,-1,0,0,-1,0,9,2,4,0,1,4,1,4,4,2,9,4,2,-3,9,3,1,3,-1,1,4,-3,4,4,1,1,2,2,-3,0,2,3,0,1,1,-3,9,2,-2,1,0,4,-1,1,2,0,9,9,1,1,0,-3,2,9,2,1,9,4,4,9,9,1,1,4,2,4,9,1
51,Voorst,204,4,4,1,0,4,-1,-1,-1,3,0,1,3,3,3,4,4,9,-3,0,1,1,2,9,0,0,-1,1,9,4,1,1,1,1,-2,-3,2,-2,2,4,9,-3,0,-1,3,-1,9,1,4,0,-2,-3,1,0,9,9,0,4,-3,-3,1,9,3,1,1,1,-3,0,3,0,-2,3,-1,2,1,1,3,4,2,-2,9,9,0,9,3,-3,3,-1,0,0,1,-2,-2,0,9,3,9,-3,0,9,4,-3,1,9,4,1,-3,-3,1,9,-1,-3,4,1,2
52,Vorden,194,-2,9,9,1,3,-1,9,0,1,0,1,-3,0,-3,4,9,9,9,9,-2,0,0,1,-2,4,1,3,-1,3,1,-3,-3,-3,9,-1,9,-2,9,1,1,4,3,-1,9,1,9,1,0,1,1,-2,3,0,3,1,0,0,2,1,-2,4,1,-2,3,-3,-3,4,1,3,0,0,4,-3,-2,-3,9,4,1,0,4,-1,0,-1,1,0,-2,1,1,3,3,1,0,1,4,9,-2,-1,-1,-3,1,-1,3,1,9,-3,2,9,3,2,4,0,1,1,4
53,Wageningen,227,0,4,0,4,0,3,0,-2,0,0,2,2,4,4,9,1,1,1,0,1,-2,1,-1,0,0,2,4,-2,0,9,-1,9,4,4,1,1,0,1,-3,4,-1,1,4,1,-1,1,-1,9,-3,1,4,0,4,1,2,1,0,1,1,0,0,4,0,3,9,-2,0,-1,2,2,1,4,9,0,1,9,2,1,4,3,-3,1,9,1,3,0,4,-3,-2,3,3,9,1,4,0,0,1,9,-2,9,2,0,4,0,4,2,-1,9,-1,9,4,1,3,3
54,Warnsveld,230,9,1,9,1,0,1,4,-2,-3,1,9,-1,0,0,-1,4,2,4,3,1,4,0,9,-2,0,4,0,-3,1,3,1,9,-1,2,-1,4,4,3,-1,-1,0,1,3,2,1,3,4,-1,1,4,1,9,4,4,4,4,2,2,9,9,4,9,-3,0,2,1,1,-3,1,-1,0,0,4,0,3,0,-3,0,0,0,-1,0,9,1,0,0,2,0,9,-3,-2,1,2,9,4,1,-1,1,4,-3,9,3,3,1,2,9,4,0,0,3,1,0,4,0
55,Wehl,130,0,3,0,-2,0,4,-2,-1,0,0,1,-2,2,-2,4,9,-2,-1,-3,3,-1,0,1,-1,4,-3,-2,9,2,-3,2,1,9,-2,-1,9,1,-3,1,-2,0,0,1,1,4,1,-1,1,0,4,4,-2,4,1,1,-2,9,1,9,0,3,-1,4,-3,1,0,4,1,1,3,0,-3,1,3,0,0,-1,2,-1,1,4,0,-3,9,9,-3,-2,0,9,-1,9,-3,9,-2,0,-2,0,2,3,-2,1,-1,-1,-1,-3,1,1,-3,0,2,9,0,4,2
56,West Maas en Waal,220,1,-1,4,1,4,-1,1,0,4,1,3,0,-2,9,1,0,-1,-1,9,0,-1,4,1,1,0,4,1,-3,4,1,0,0,0,1,9,-1,0,4,1,-2,3,9,3,-3,9,0,-1,1,-1,1,1,9,0,4,1,0,1,1,0,4,4,2,0,1,1,4,0,9,2,0,4,-1,4,0,-1,3,9,1,9,4,0,1,1,9,-3,0,3,-3,1,-2,1,9,3,4,0,9,3,0,1,1,0,0,1,9,4,-2,4,9,1,-2,0,1,4,0
57,Westervoort,253,-2,1,-2,1,9,4,-1,1,4,1,-2,9,3,-2,1,1,2,0,4,9,-1,4,1,1,4,3,4,-2,2,-3,0,4,3,9,1,0,4,9,-3,0,-3,0,2,0,-3,4,3,3,9,1,0,1,9,0,-1,2,4,-1,2,1,4,9,1,4,3,9,3,9,9,4,4,1,1,-3,0,-1,0,9,3,4,0,0,1,1,-2,9,9,-2,1,3,4,-3,9,0,-3,-3,-3,4,0,9,9,9,0,-3,0,1,-1,2,9,3,1,-2,2,2
58,Wijchen,203,1,4,3,3,-3,-2,-3,9,2,1,4,1,0,4,3,-2,-1,1,0,9,4,4,9,-2,2,3,1,9,0,9,1,9,1,4,-1,3,-2,-3,-2,9,1,-1,9,3,1,4,-3,4,9,0,0,0,9,0,-2,3,1,9,1,1,1,3,1,-3,3,0,2,4,4,-3,9,1,-2,9,3,-1,0,3,-3,0,0,-3,1,1,-3,-3,1,1,-3,4,-2,-2,2,4,4,2,9,1,3,4,-1,1,3,-2,4,1,4,1,4,2,-1,-1,-2,-3
59,Winterswijk,232,3,1,3,9,4,0,9,0,3,0,4,1,9,2,4,-2,4,-1,1,-3,0,0,1,0,4,9,9,-2,9,-3,0,4,0,1,0,1,9,0,0,-2,9,4,1,-2,-3,1,-3,0,1,3,0,1,-1,9,2,9,-3,2,1,1,0,3,3,4,4,-2,0,1,-2,9,9,-3,-1,9,1,3,0,9,2,1,1,0,2,1,1,0,-3,0,9,9,1,0,0,4,0,4,3,2,0,1,3,1,1,-2,1,9,0,0,1,1,9,-2,1,1
60,Wisch,266,4,1,0,9,9,4,9,3,1,4,9,4,0,4,4,4,9,3,0,-3,2,2,-1,1,0,2,-1,2,1,-3,2,0,1,-1,-3,1,4,9,3,3,1,9,4,1,9,3,-1,0,1,1,-3,-1,1,3,-3,-2,9,9,0,-2,0,4,0,1,-1,1,0,1,1,4,2,2,1,9,3,2,4,3,1,-3,1,9,-2,9,4,-2,0,1,0,2,9,1,1,2,1,2,2,2,3,4,9,9,4,0,1,-1,4,1,0,1,2,1,9,1
61,Zaltbommel,261,-1,3,-1,3,1,1,0,-2,9,4,9,1,-1,0,1,9,9,0,1,-1,1,3,0,-3,-3,1,1,9,9,1,-2,0,-2,4,1,2,4,4,9,-2,9,-2,1,2,4,9,-1,1,2,9,1,3,2,9,1,9,4,1,-3,-3,-2,-1,-3,4,9,0,-1,3,1,4,4,-2,-1,0,9,3,2,9,0,0,9,1,-1,3,0,4,-3,9,0,-3,0,1,4,1,4,9,4,9,-2,0,0,2,9,1,-2,-1,0,-3,4,9,3,4,4,4
62,Zelhem,217,-1,2,4,-1,0,4,4,9,-3,-1,1,2,0,-1,2,2,3,-1,0,1,4,-1,-1,9,9,9,-1,-3,9,-3,1,-1,9,2,-3,1,-1,3,1,4,0,-2,-3,1,0,2,2,9,9,4,-1,2,3,3,-2,-2,0,1,4,1,1,1,3,-2,-1,3,-1,3,1,4,9,4,9,3,1,9,9,1,-3,0,3,9,1,4,-2,4,9,3,-2,1,1,0,1,4,0,-1,-3,2,1,1,-3,1,0,0,4,0,1,1,3,0,2,9,4,1
63,Zevenaar,238,9,9,2,1,1,9,1,-1,4,-3,-3,4,-3,-3,1,2,4,9,1,1,3,0,-3,9,4,4,9,3,1,9,-1,4,4,9,9,4,1,-1,1,-1,4,0,4,4,0,-2,-1,1,4,2,-3,1,4,1,-2,1,4,4,9,4,0,1,9,0,-3,-3,3,4,-1,-2,-1,0,0,4,-2,1,4,-2,9,1,-3,9,1,-1,1,1,9,4,2,9,1,4,1,4,3,1,2,-2,-3,1,1,0,1,-1,-3,1,9,1,1,-3,1,2,9,1
64,Zutphen,266,-2,1,1,2,-1,-3,3,1,0,1,3,2,9,9,9,0,1,9,9,4,9,1,1,4,4,0,0,-1,1,2,0,-1,-1,2,1,-3,-3,1,4,1,9,1,4,9,0,0,1,-1,-2,0,4,9,0,9,1,9,1,-2,9,1,0,2,1,1,2,1,0,1,9,-3,0,-3,9,4,1,9,4,4,9,1,4,9,1,1,1,1,-3,1,-2,4,2,1,1,4,2,9,2,9,0,1,1,1,4,4,1,1,3,9,-1,-1,4,-2,-1,1
65,Appingedam,198,0,9,2,3,9,1,1,4,2,4,-3,-1,1,0,1,0,-1,4,-3,1,0,-3,1,1,9,-3,-2,0,4,4,1,9,1,4,9,1,9,-2,2,1,9,9,2,0,1,3,3,-3,4,4,-1,3,-3,1,9,0,-2,-3,1,3,1,-3,1,1,1,4,1,-3,-2,-1,4,1,-1,1,4,1,-1,4,9,1,1,4,-3,9,1,-3,2,0,9,-1,1,4,4,4,1,0,-3,1,0,-1,3,4,0,1,-2,2,1,1,1,4,1,9,3,-3
66,Bedum,248,-1,-1,9,9,4,1,-1,0,-3,1,4,0,-3,1,-1,-3,9,-3,9,1,1,1,2,0,0,9,-3,9,9,1,0,9,1,0,-2,9,4,1,1,9,3,0,9,1,9,0,0,1,1,0,-1,1,4,9,-2,1,1,9,1,0,0,9,-3,4,-3,1,-3,1,9,1,1,4,2,-1,9,-1,1,9,2,-3,9,-3,4,4,1,1,9,4,1,-1,0,3,9,-1,2,1,2,2,0,-1,0,2,0,-3,0,0,9,1,1,9,1,1,0,2
67,Bellingwedde,212,0,9,9,4,1,1,4,4,4,2,3,-3,-2,0,0,-1,1,0,3,0,-1,1,0,2,9,0,-2,4,4,-2,4,1,4,-3,4,9,3,2,3,-1,9,4,-2,-3,1,0,1,1,-1,1,-1,9,0,9,-1,0,-1,0,-1,9,3,2,4,0,9,-2,-2,4,3,-1,0,-3,4,1,0,-2,0,3,3,4,1,1,4,1,-2,-3,1,1,-3,-2,1,2,0,0,1,0,0,9,9,-1,-3,9,1,9,4,9,0,3,2,-3,2,4,9,2
68,Drenthe,272,1,-2,0,9,4,9,0,-3,0,4,3,0,1,0,4,0,-2,9,2,2,-3,9,9,4,4,-1,2,0,2,-3,0,1,1,4,-2,-3,-1,1,4,0,9,1,3,3,1,4,-3,1,-2,-2,3,1,9,4,0,1,4,0,9,1,0,4,4,1,9,1,1,0,1,0,2,4,0,-1,9,-1,9,4,9,-1,9,1,9,-3,1,0,1,-3,3,9,0,-1,-1,-1,1,4,4,0,9,9,2,3,9,9,4,9,0,2,9,0,4,0,-1,0
69,De Marne,239,4,-1,1,4,9,4,-2,2,4,-2,0,3,-2,0,0,4,4,0,1,9,1,-3,-2,2,1,0,0,-3,4,9,3,4,9,1,1,3,9,0,-3,3,-1,4,0,1,9,2,-3,2,4,9,4,1,0,1,4,1,-3,-1,9,4,-2,3,4,1,4,9,-1,1,1,2,-2,-2,3,4,-1,0,1,1,9,2,-2,9,1,4,0,1,1,1,-2,1,4,0,2,-2,4,-3,4,1,1,-1,9,9,4,0,1,4,1,2,-1,4,-2,9,9,1
70,Delfzijl,185,1,4,2,-3,4,-3,1,4,2,1,-2,-1,9,1,2,4,1,0,1,1,-2,0,-1,3,-2,-3,4,3,-1,4,3,3,9,-2,1,-2,1,-3,0,3,1,-2,9,0,-2,4,9,-3,1,9,4,-1,0,-2,4,3,0,4,4,-1,0,9,1,4,4,-3,-3,1,1,0,9,0,1,-2,-1,1,0,2,-2,9,3,4,-2,4,2,2,1,-1,2,3,-3,4,1,-2,2,9,9,1,4,9,9,9,-1,0,4,-1,4,1,-1,1,-3,-2,-3,-3
71,Eemsmond,318,1,4,9,1,0,9,9,0,0,3,4,4,0,4,2,9,4,4,-1,1,-2,4,1,-3,9,1,9,0,0,3,9,9,9,1,1,9,0,9,3,-1,4,9,4,1,1,2,-1,4,3,1,-3,4,3,-2,1,1,1,4,2,1,1,2,-1,3,0,0,9,9,1,-1,9,1,9,4,2,1,2,-3,1,-1,4,-1,9,0,1,9,9,1,-1,-2,9,4,9,-1,4,0,1,4,2,1,1,4,-1,0,-1,0,4,1,3,4,1,4,1,9
72,Groningen,270,9,0,-1,4,9,-3,-1,0,-3,1,0,0,1,1,1,1,4,3,9,4,2,0,9,9,9,4,0,-1,0,1,-1,9,-2,1,9,3,3,-2,-2,9,4,4,4,0,1,1,3,9,9,3,-1,1,4,2,1,-3,1,1,0,9,-1,9,-1,4,0,2,4,-2,1,1,-2,0,3,-3,4,4,2,4,9,4,4,9,4,3,4,2,9,2,9,0,4,1,-3,2,1,4,0,1,4,0,1,0,-3,1,4,-2,4,2,-2,9,-3,-1,4,2
73,Grootegast,179,0,2,9,-2,-3,2,-3,-1,2,2,1,9,-1,3,4,9,1,-1,-2,-3,4,9,9,1,-2,1,0,9,1,1,2,1,0,1,1,-3,0,4,1,-3,0,1,-1,1,9,1,0,0,1,-1,4,9,-2,4,0,0,0,1,-3,4,1,0,1,9,-1,1,1,1,2,3,2,4,3,4,-1,1,0,4,1,0,-2,4,3,-2,-1,0,4,9,-1,0,1,-3,9,0,2,1,0,-2,9,0,1,1,1,1,-2,9,0,-1,0,0,-1,9,0,1
74,Haren,227,9,4,9,-2,4,3,1,-1,3,9,-2,0,-2,9,1,4,1,-2,0,1,-1,0,9,4,1,0,2,1,9,-2,4,-2,-3,0,0,1,-2,9,1,1,4,0,0,-3,-3,1,-2,9,-2,-1,2,0,1,3,0,1,9,-3,-1,9,0,9,2,9,1,1,4,9,9,0,1,4,1,1,3,4,2,9,1,9,-1,0,3,-1,-3,4,4,1,1,3,0,-2,-3,1,-3,-1,1,0,4,-1,4,9,2,-2,0,9,0,0,3,4,4,9,-3,-3
75,Hoogezand-Sappemeer,195,3,1,4,-2,4,4,2,0,0,9,4,-1,3,9,-1,3,2,2,4,-2,-2,9,0,-2,4,2,-1,1,1,-3,4,2,-2,3,1,-1,1,1,2,4,2,1,2,2,4,3,-3,1,9,0,0,-3,3,2,9,0,-1,1,-2,-2,4,4,0,3,2,4,1,9,9,-2,0,0,-1,-1,4,0,1,0,0,9,3,1,0,3,-2,1,4,-2,1,3,3,2,4,0,1,-3,3,3,4,-3,1,4,1,1,4,1,-2,1,-3,4,3,4,1,3
76,Leek,274,3,0,0,1,-2,3,4,1,2,1,-3,1,4,1,9,-1,9,1,9,-2,4,0,9,1,1,0,0,4,1,0,9,-2,4,3,1,1,9,1,-3,1,1,-3,0,0,1,9,0,9,-3,3,1,2,4,9,9,2,1,1,9,2,9,3,2,9,0,4,0,4,1,2,-3,3,1,0,0,2,0,0,1,0,9,-3,9,1,0,-1,0,1,-1,9,1,-2,9,4,1,4,4,1,-1,0,4,9,1,1,9,0,1,9,9,-3,1,3,4,1
77,Loppersum,201,0,4,-2,2,3,1,-1,3,-2,1,2,9,9,2,1,9,9,-1,0,0,-1,0,4,-3,4,-1,0,-1,1,4,1,-2,0,1,-3,0,1,9,2,2,-2,1,0,1,-3,1,0,1,1,0,1,4,0,3,3,1,-3,2,-2,2,4,-2,-2,1,0,-3,4,1,9,1,4,2,0,1,1,-2,9,4,-3,1,4,1,0,-1,9,9,-1,1,1,-3,-1,-2,4,-1,-2,9,9,0,9,9,9,1,4,4,0,1,1,9,1,2,4,-3,-3,9
78,Marum,225,3,0,1,4,1,3,1,2,9,0,-3,1,4,3,-3,-1,9,4,1,1,9,-3,4,1,9,9,-2,0,9,3,-2,0,9,1,4,0,-1,0,-3,0,3,4,1,9,1,-3,9,0,-2,1,1,9,0,9,2,0,4,1,4,4,4,3,4,2,0,9,2,-3,-3,1,4,-3,0,0,0,3,-3,4,4,0,-1,1,4,1,4,-3,0,0,4,-2,4,1,0,4,1,-3,3,1,-1,0,1,-3,-1,9,1,-2,4,-2,-1,9,4,9,9,-2
79,Menterwolde,292,4,-3,4,1,0,9,0,4,1,4,0,4,2,9,2,9,-1,4,4,-1,2,1,1,9,1,1,2,2,-2,0,-1,0,-2,9,1,-3,-1,4,2,-1,9,4,0,-1,9,-3,9,9,9,0,1,4,4,4,9,9,2,4,-3,1,4,1,-1,1,1,4,4,3,-1,9,-1,1,-1,3,9,-1,4,3,-1,-1,1,4,0,-1,0,9,9,2,4,-3,4,-3,1,1,9,4,3,-3,9,1,-2,4,4,2,9,-2,-3,4,3,9,9,1,1,1
80,Pekela,230,4,2,-3,1,-2,1,-1,9,4,4,-1,1,0,0,9,1,0,0,1,4,-2,3,4,9,-3,-2,-3,-3,-2,1,-2,0,9,9,4,1,2,9,-2,-1,4,1,9,0,1,-3,4,4,9,9,-3,-2,0,0,4,9,-1,-2,1,-3,1,1,2,2,0,-3,4,9,3,-3,1,-2,4,-3,4,1,1,9,4,1,9,9,2,9,-1,0,-3,-2,-3,2,1,1,4,-3,0,9,4,1,-1,0,4,3,1,1,9,2,9,1,3,2,9,4,-2,4
81,Reiderland,247,9,9,-1,0,0,1,-2,2,9,-1,2,9,3,-2,9,4,-2,-1,2,3,-2,0,1,1,1,-3,1,2,-3,1,4,-1,-3,0,9,9,1,9,2,9,3,0,0,2,9,9,3,4,0,3,-2,9,-2,-3,3,-3,-3,4,1,0,2,1,0,-1,1,0,-3,1,-2,1,4,9,9,9,9,4,1,9,9,0,1,1,3,9,3,-2,-1,1,0,9,1,-1,1,2,1,-3,9,1,1,0,4,0,1,9,4,4,-3,4,-1,-3,3,0,0,-2
82,Scheemda,192,4,9,4,1,-2,-3,1,1,1,4,1,-3,1,4,2,2,1,4,-3,9,0,0,3,-3,4,2,-1,1,-2,4,-3,0,-1,-1,2,0,-3,0,9,3,0,1,-2,1,-3,1,1,1,4,1,4,1,0,9,1,4,4,4,1,-2,-3,2,-2,-2,1,1,4,1,1,1,1,3,1,1,4,0,3,3,4,1,1,0,-3,3,9,1,4,-1,0,3,1,4,1,4,1,4,9,4,4,2,3,1,9,4,1,9,1,4,-3,1,-2,0,4,1
83,Slochteren,256,9,3,1,1,4,2,2,9,1,1,0,1,3,9,1,2,-1,4,4,4,-2,-3,9,-1,4,1,1,0,1,2,-2,-3,2,-2,-1,2,1,1,2,1,9,1,9,0,-3,3,0,-3,4,2,0,1,9,-2,2,1,4,2,4,9,1,3,9,4,3,4,1,-1,4,-3,4,9,0,1,-1,2,1,-3,3,-2,9,-2,3,-3,1,3,4,9,1,3,1,1,9,3,-2,0,9,9,1,0,1,-3,9,4,0,9,1,1,0,4,-3,4,-3,9
84,Stadskanaal,228,9,4,2,0,1,1,9,9,3,4,4,1,1,-1,-2,-1,4,-1,3,-2,4,4,2,0,4,0,1,1,1,-1,3,2,-2,-2,4,1,4,0,2,3,0,1,4,9,9,1,1,2,3,2,0,9,-1,0,3,3,1,1,9,1,-1,4,2,4,-2,-1,-2,2,4,1,3,2,3,-1,-1,4,1,0,-3,1,0,1,0,0,1,1,-3,9,-2,0,-1,0,1,1,4,9,9,4,9,4,-1,4,-3,9,4,1,0,1,3,4,-2,4,0,0
85,Ten Boer,190,9,0,4,0,-1,1,4,1,9,4,1,1,-2,9,1,1,0,-2,-1,0,-3,3,1,0,1,0,0,9,4,3,4,0,0,2,0,0,-3,-1,0,0,9,2,4,9,0,4,4,-2,4,4,0,0,1,-1,3,-2,9,-2,0,0,4,-2,4,-1,1,9,4,-3,2,9,1,1,-1,4,0,3,0,2,4,3,-1,9,1,-1,-3,1,1,4,3,2,-1,-3,0,0,4,1,-2,1,9,1,-1,0,0,-3,1,4,-2,1,-2,-1,1,9,4,4
86,Veendam,205,-1,-1,9,3,1,-2,4,1,3,2,9,3,4,2,-1,4,0,0,1,2,4,4,-1,1,3,2,1,1,1,-1,0,9,4,3,4,4,-2,-1,1,-1,0,2,1,3,4,-3,9,3,-1,1,9,0,1,0,0,0,-2,1,9,4,0,2,1,0,4,0,9,2,0,3,4,0,0,1,0,-3,-2,-2,-3,-1,3,4,-3,0,0,-2,4,1,-3,1,9,1,4,4,1,4,2,2,1,-2,1,4,-1,-3,1,9,4,9,2,1,4,9,2,-3
87,Vlagtwedde,172,4,0,3,1,1,0,-2,-3,1,4,1,0,2,-3,0,4,-3,1,4,9,1,-1,1,9,-1,0,-3,4,0,9,1,9,0,1,1,0,1,-3,1,0,3,1,1,-2,2,-1,-3,-1,1,1,2,1,-1,3,-1,4,2,0,1,4,-3,1,-2,-2,1,2,9,3,-3,3,9,1,0,4,1,1,3,0,2,1,1,2,-3,9,0,9,9,-2,4,0,9,-1,0,4,4,1,-3,4,4,1,9,4,1,-3,-1,0,-2,4,4,1,-1,4,0,-2
88,Winschoten,193,1,0,0,0,-2,1,1,1,-1,0,0,-2,1,9,9,1,0,-1,0,0,1,0,-2,0,9,0,4,1,1,0,3,1,-2,9,2,1,1,0,-2,9,0,-1,0,4,9,4,4,-1,1,9,4,1,0,-3,1,-2,9,0,0,-3,1,0,-3,-1,4,4,2,9,-3,4,1,4,0,9,-3,0,-2,3,0,-2,0,1,-1,4,-2,3,9,-2,4,1,-2,2,-2,9,1,4,4,4,9,4,1,0,-1,0,9,9,1,0,2,-1,1,4,1,0
89,Winsum,206,9,4,1,-2,-1,2,4,-1,3,-3,3,2,1,1,-3,-1,1,1,1,3,9,0,3,-2,1,1,0,4,1,0,9,-1,1,2,-3,4,9,-2,0,-2,1,1,0,-1,1,9,4,9,1,-2,-3,1,1,4,4,-2,-2,4,1,4,9,-2,0,4,3,0,9,4,1,0,1,-1,3,9,4,3,2,1,-1,3,4,0,3,4,0,2,0,1,3,4,2,4,0,-2,3,0,4,1,-1,9,-1,4,-3,4,2,-2,2,3,-3,1,9,1,2,0
90,Zuidhorn,221,3,0,4,9,-1,1,1,4,1,9,-2,1,0,9,1,3,-3,-1,1,1,9,4,4,3,-2,1,4,4,1,1,-3,1,2,0,1,9,9,1,0,-3,0,9,2,1,1,9,4,-2,3,-2,-1,2,0,4,9,-1,1,0,0,0,-1,3,3,9,4,2,9,3,4,9,4,-3,1,-2,0,-2,4,4,-3,1,1,2,-2,0,-3,9,4,2,-2,0,-1,1,1,0,3,4,-2,0,-1,1,2,1,0,9,-1,-1,0,9,4,-3,3,1,4,1
91,Ambt Montfort,251,0,9,1,1,1,1,1,1,9,-3,1,-1,0,4,0,1,9,-3,1,9,0,0,-2,4,0,0,1,1,1,4,-3,2,-2,1,9,1,-2,9,1,1,-2,4,1,9,9,4,-1,4,0,1,9,9,3,9,1,0,9,0,-1,-3,1,3,1,9,1,1,9,4,2,-3,-3,2,0,0,0,0,0,-3,4,1,9,9,9,1,-2,0,4,-1,0,4,4,2,1,0,4,1,9,-1,4,0,4,-3,9,0,4,-3,-1,3,-3,4,-3,3,9,9
92,Arcen en Velden,273,4,9,4,-1,4,4,9,1,9,3,2,4,9,0,1,9,1,3,1,-1,1,2,-3,-3,-2,1,-3,9,4,1,1,1,0,9,2,3,9,-3,0,-1,-3,9,-2,-3,2,-2,4,0,1,1,1,1,4,1,9,1,1,9,4,0,9,3,-2,9,4,1,4,9,1,2,4,2,2,0,0,1,0,2,0,-1,9,2,0,4,9,1,4,3,-2,3,1,-2,1,0,9,-1,0,0,1,1,0,9,4,1,0,3,1,0,1,9,9,3,-2,1
93,Beek,299,4,4,2,4,9,-3,1,9,3,2,1,1,4,9,2,-3,1,1,-2,-1,-3,1,0,4,-3,-3,2,1,-1,2,0,9,1,3,0,9,1,9,-1,9,3,9,9,0,-2,9,-2,4,9,-2,1,9,4,2,1,-3,1,9,9,1,3,1,1,3,9,9,2,-1,1,-3,3,-3,1,1,2,4,2,2,9,2,4,9,9,-2,9,2,9,0,4,-3,-2,9,1,1,-3,0,9,1,1,0,1,9,0,-2,9,9,4,0,-2,4,9,-2,-3,-2
94,Beesel,258,2,1,4,1,0,2,-3,-1,1,4,0,9,1,9,4,9,1,1,3,-1,9,-3,1,0,4,-1,-1,9,4,0,4,9,3,2,-1,3,1,-3,0,-3,2,1,2,0,3,-3,-1,-1,0,3,1,-2,1,1,1,-1,3,-1,9,1,1,4,9,9,-2,1,-3,9,1,0,-2,1,2,9,4,4,1,1,9,4,2,1,4,9,0,0,4,4,0,0,3,4,1,1,9,-3,1,3,-2,0,1,4,1,9,-2,9,9,4,4,2,3,9,0,-1
95,Bergen,214,9,2,1,4,1,-3,1,-1,1,9,1,3,4,4,-3,2,3,0,-3,1,-2,0,0,0,0,9,0,3,1,1,0,9,-1,1,2,1,1,-1,3,4,-1,1,9,1,-2,4,0,1,2,2,1,2,0,4,1,9,0,4,0,9,0,2,0,-1,9,3,-3,0,0,9,0,1,0,4,4,4,1,0,4,-3,4,3,1,9,0,9,-1,1,0,3,-1,1,4,-2,9,-1,9,4,0,0,4,0,-3,3,1,1,-3,4,0,2,0,3,0,2
96,Brunssum,237,1,1,1,0,1,0,0,1,1,2,3,1,4,0,-2,-1,3,0,4,-1,-1,3,1,4,0,1,2,4,0,0,1,2,4,1,4,0,4,1,9,-3,1,9,4,1,-2,4,1,9,0,1,4,0,4,1,9,-3,0,9,9,9,0,4,4,3,4,4,1,4,4,-3,1,2,1,-3,0,1,9,1,1,4,0,1,1,4,2,0,4,9,-3,4,1,1,4,-1,-1,0,9,0,4,9,1,2,4,1,-3,0,4,4,1,0,3,1,4,-1
97,Echt-Susteren,234,4,4,4,2,9,4,0,1,0,0,0,1,0,1,4,4,4,9,4,9,1,4,1,4,4,0,3,4,1,4,-1,-3,-3,1,9,2,4,4,2,3,-1,-3,1,9,-1,-3,1,0,-1,1,-2,4,2,3,2,9,1,2,-1,-1,2,4,-1,9,1,1,3,-2,9,-3,1,-1,-1,-3,9,-2,0,4,9,9,-1,-3,1,-3,3,-1,1,9,9,1,1,1,1,-3,3,4,9,-2,-3,-1,9,3,0,0,3,-2,9,-1,0,1,-1,-3,3,9
